	entry_ac	go_id	go_descr
214518	Q13616	0006511	ubiquitin-dependent protein catabolic process
214519	Q13616	0016032	viral process
214520	Q13616	0016055	Wnt signaling pathway
214783	Q8TEP8	0005814	centriole
214784	Q8TEP8	0005813	centrosome
214785	Q8TEP8	0005829	cytosol
214786	Q8TEP8	0000242	pericentriolar material
214787	Q8TEP8	0019902	phosphatase binding
214788	Q8TEP8	0051298	centrosome duplication
214789	Q8TEP8	0090222	centrosome-templated microtubule nucleation
214790	Q8TEP8	0097711	ciliary basal body-plasma membrane docking
214791	Q8TEP8	0000086	G2/M transition of mitotic cell cycle
214792	Q8TEP8	0090307	mitotic spindle assembly
214793	Q8TEP8	0010923	negative regulation of phosphatase activity
214794	Q8TEP8	0071539	protein localization to centrosome
214795	Q8TEP8	0010389	regulation of G2/M transition of mitotic cell cycle
214796	Q8TEP8	0009617	response to bacterium
214919	Q5VTR2	0033503	HULC complex
214920	Q5VTR2	0005730	nucleolus
214921	Q5VTR2	0005654	nucleoplasm
214922	Q5VTR2	0005634	nucleus
214923	Q5VTR2	0000151	ubiquitin ligase complex
214924	Q5VTR2	0003682	chromatin binding
214925	Q5VTR2	0042393	histone binding
214926	Q5VTR2	0046872	metal ion binding
214927	Q5VTR2	0003730	mRNA 3'-UTR binding
214928	Q5VTR2	0002039	p53 binding
214929	Q5VTR2	0003713	transcription coactivator activity
214930	Q5VTR2	0031625	ubiquitin protein ligase binding
214931	Q5VTR2	0004842	ubiquitin-protein transferase activity
214932	Q5VTR2	0033523	histone H2B ubiquitination
214933	Q5VTR2	0010390	histone monoubiquitination
214934	Q5VTR2	0030336	negative regulation of cell migration
214935	Q5VTR2	1900364	negative regulation of mRNA polyadenylation
214936	Q5VTR2	2001168	positive regulation of histone H2B ubiquitination
214937	Q5VTR2	0031062	positive regulation of histone methylation
214938	Q5VTR2	0045893	positive regulation of transcription, DNA-templated
214939	Q5VTR2	0000209	protein polyubiquitination
214940	Q5VTR2	0016567	protein ubiquitination
214941	Q5VTR2	0006355	regulation of transcription, DNA-templated
214942	Q5VTR2	0006511	ubiquitin-dependent protein catabolic process
215126	O95816	0030424	axon
215127	O95816	0101031	chaperone complex
215128	O95816	0005829	cytosol
215129	O95816	0030425	dendrite
215130	O95816	1901588	dendritic microtubule
215131	O95816	0000774	adenyl-nucleotide exchange factor activity
215132	O95816	0051087	chaperone binding
215133	O95816	0031072	heat shock protein binding
215134	O95816	0042802	identical protein binding
215135	O95816	0044325	ion channel binding
215136	O95816	0048156	tau protein binding
215137	O95816	0031625	ubiquitin protein ligase binding
215138	O95816	0032091	negative regulation of protein binding
215139	O95816	0031397	negative regulation of protein ubiquitination
215140	O95816	1904667	negative regulation of ubiquitin protein ligase activity
215141	O95816	1901800	positive regulation of proteasomal protein catabolic process
215142	O95816	0010954	positive regulation of protein processing
215143	O95816	0006457	protein folding
215144	O95816	0019538	protein metabolic process
215145	O95816	0050821	protein stabilization
215146	O95816	1900034	regulation of cellular response to heat
215234	Q9H4M3	0005737	cytoplasm
215235	Q9H4M3	0005829	cytosol
215236	Q9H4M3	0019005	SCF ubiquitin ligase complex
215237	Q9H4M3	0006516	glycoprotein catabolic process
215238	Q9H4M3	0043687	post-translational protein modification
215239	Q9H4M3	0010498	proteasomal protein catabolic process
215240	Q9H4M3	0000209	protein polyubiquitination
215241	Q9H4M3	0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
215242	Q9H4M3	0030433	ubiquitin-dependent ERAD pathway
215349	P13765	0010008	endosome membrane
215350	P13765	0016021	integral component of membrane
215351	P13765	0005765	lysosomal membrane
215352	P13765	0005764	lysosome
215353	P13765	0042613	MHC class II protein complex
215354	P13765	0023026	MHC class II protein complex binding
215355	P13765	0032395	MHC class II receptor activity
215356	P13765	0002250	adaptive immune response
215357	P13765	0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II
215358	P13765	0002587	negative regulation of antigen processing and presentation of peptide antigen via MHC class II
215440	P06340	0010008	endosome membrane
215441	P06340	0016021	integral component of membrane
215442	P06340	0005765	lysosomal membrane
215443	P06340	0042613	MHC class II protein complex
215444	P06340	0005886	plasma membrane
215445	P06340	0023026	MHC class II protein complex binding
215446	P06340	0032395	MHC class II receptor activity
215447	P06340	0002250	adaptive immune response
215448	P06340	0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II
215449	P06340	0002587	negative regulation of antigen processing and presentation of peptide antigen via MHC class II
215450	P06340	0045580	regulation of T cell differentiation
215473	O60861	0005737	cytoplasm
215474	O60861	0005856	cytoskeleton
215475	O60861	0005886	plasma membrane
215476	O60861	0008092	cytoskeletal protein binding
215477	O60861	0003700	DNA-binding transcription factor activity
215478	O60861	0007050	cell cycle arrest
215479	O60861	0030182	neuron differentiation
215480	O60861	0048812	neuron projection morphogenesis
215596	Q96RT7	0005813	centrosome
215597	Q96RT7	0005829	cytosol
215598	Q96RT7	0000923	equatorial microtubule organizing center
215599	Q96RT7	0000930	gamma-tubulin complex
215600	Q96RT7	0008274	gamma-tubulin ring complex
215601	Q96RT7	0016020	membrane
215602	Q96RT7	0005874	microtubule
215603	Q96RT7	0000922	spindle pole
215604	Q96RT7	0043015	gamma-tubulin binding
215605	Q96RT7	0008017	microtubule binding
215606	Q96RT7	0031122	cytoplasmic microtubule organization
215607	Q96RT7	0051321	meiotic cell cycle
215608	Q96RT7	0007020	microtubule nucleation
215609	Q96RT7	0051415	microtubule nucleation by interphase microtubule organizing center
215610	Q96RT7	0000278	mitotic cell cycle
215611	Q96RT7	0051225	spindle assembly
215783	O75460	1990597	AIP1-IRE1 complex
215784	O75460	0005623	cell
215785	O75460	0005737	cytoplasm
215786	O75460	0005783	endoplasmic reticulum
215787	O75460	0005789	endoplasmic reticulum membrane
215788	O75460	0030176	integral component of endoplasmic reticulum membrane
215789	O75460	1990332	Ire1 complex
215790	O75460	1990630	IRE1-RACK1-PP2A complex
215791	O75460	1990604	IRE1-TRAF2-ASK1 complex
215792	O75460	0005739	mitochondrion
215793	O75460	0005637	nuclear inner membrane
215794	O75460	0043531	ADP binding
215795	O75460	0005524	ATP binding
215796	O75460	0004521	endoribonuclease activity
215797	O75460	0019899	enzyme binding
215798	O75460	0030544	Hsp70 protein binding
215799	O75460	0051879	Hsp90 protein binding
215800	O75460	0042802	identical protein binding
215801	O75460	0000287	magnesium ion binding
215802	O75460	0005161	platelet-derived growth factor receptor binding
215803	O75460	0042803	protein homodimerization activity
215804	O75460	0004672	protein kinase activity
215805	O75460	0004674	protein serine/threonine kinase activity
215806	O75460	0051082	unfolded protein binding
215807	O75460	0007257	activation of JUN kinase activity
215808	O75460	0007050	cell cycle arrest
215809	O75460	0071333	cellular response to glucose stimulus
215810	O75460	0034620	cellular response to unfolded protein
215811	O75460	0035924	cellular response to vascular endothelial growth factor stimulus
215812	O75460	0030968	endoplasmic reticulum unfolded protein response
215813	O75460	0001935	endothelial cell proliferation
215814	O75460	1901142	insulin metabolic process
215815	O75460	0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress
215816	O75460	0036498	IRE1-mediated unfolded protein response
215817	O75460	0006402	mRNA catabolic process
215818	O75460	0006379	mRNA cleavage
215819	O75460	0098787	mRNA cleavage involved in mRNA processing
215820	O75460	0070054	mRNA splicing, via endonucleolytic cleavage and ligation
215821	O75460	0036289	peptidyl-serine autophosphorylation
215822	O75460	1990579	peptidyl-serine trans-autophosphorylation
215823	O75460	1900103	positive regulation of endoplasmic reticulum unfolded protein response
215824	O75460	0033120	positive regulation of RNA splicing
215825	O75460	1904707	positive regulation of vascular smooth muscle cell proliferation
215826	O75460	0046777	protein autophosphorylation
215827	O75460	0006468	protein phosphorylation
215828	O75460	0016241	regulation of macroautophagy
215829	O75460	0034976	response to endoplasmic reticulum stress
215978	P41208	0005814	centriole
215979	P41208	0005813	centrosome
215980	P41208	0036064	ciliary basal body
215981	P41208	0005829	cytosol
215982	P41208	0005622	intracellular
215983	P41208	0044615	nuclear pore nuclear basket
215984	P41208	0005654	nucleoplasm
215985	P41208	0032391	photoreceptor connecting cilium
215986	P41208	0070390	transcription export complex 2
215987	P41208	0071942	XPC complex
215988	P41208	0005509	calcium ion binding
215989	P41208	0031683	G-protein beta/gamma-subunit complex binding
215990	P41208	0032795	heterotrimeric G-protein binding
215991	P41208	0008017	microtubule binding
215992	P41208	0051301	cell division
215993	P41208	0007099	centriole replication
215994	P41208	0097711	ciliary basal body-plasma membrane docking
215995	P41208	0000086	G2/M transition of mitotic cell cycle
215996	P41208	0070911	global genome nucleotide-excision repair
215997	P41208	0000278	mitotic cell cycle
215998	P41208	0051028	mRNA transport
215999	P41208	0006289	nucleotide-excision repair
216000	P41208	0000715	nucleotide-excision repair, DNA damage recognition
216001	P41208	0000717	nucleotide-excision repair, DNA duplex unwinding
216002	P41208	0006294	nucleotide-excision repair, preincision complex assembly
216003	P41208	0015031	protein transport
216004	P41208	0032465	regulation of cytokinesis
216005	P41208	0010389	regulation of G2/M transition of mitotic cell cycle
216006	P41208	0007283	spermatogenesis
216403	Q12834	0005813	centrosome
216404	Q12834	0005829	cytosol
216405	Q12834	0005654	nucleoplasm
216406	Q12834	0048471	perinuclear region of cytoplasm
216407	Q12834	0032991	protein-containing complex
216408	Q12834	0005819	spindle
216409	Q12834	0000922	spindle pole
216410	Q12834	0010997	anaphase-promoting complex binding
216411	Q12834	0019899	enzyme binding
216412	Q12834	0042826	histone deacetylase binding
216413	Q12834	0008022	protein C-terminus binding
216414	Q12834	0097027	ubiquitin-protein transferase activator activity
216415	Q12834	0031145	anaphase-promoting complex-dependent catabolic process
216416	Q12834	0051301	cell division
216417	Q12834	0007064	mitotic sister chromatid cohesion
216418	Q12834	0090307	mitotic spindle assembly
216419	Q12834	0007094	mitotic spindle assembly checkpoint
216420	Q12834	0008284	positive regulation of cell population proliferation
216421	Q12834	0090129	positive regulation of synapse maturation
216422	Q12834	0031915	positive regulation of synaptic plasticity
216423	Q12834	1904668	positive regulation of ubiquitin protein ligase activity
216424	Q12834	0016579	protein deubiquitination
216425	Q12834	0016567	protein ubiquitination
216426	Q12834	0050773	regulation of dendrite development
216427	Q12834	0040020	regulation of meiotic nuclear division
216428	Q12834	1901990	regulation of mitotic cell cycle phase transition
216429	Q12834	0006511	ubiquitin-dependent protein catabolic process
216513	O95817	0016235	aggresome
216514	O95817	0005623	cell
216515	O95817	0101031	chaperone complex
216516	O95817	0005737	cytoplasm
216517	O95817	0005829	cytosol
216518	O95817	0043005	neuron projection
216519	O95817	0005634	nucleus
216520	O95817	0005886	plasma membrane
216521	O95817	0001725	stress fiber
216522	O95817	0030018	Z disc
216523	O95817	0000774	adenyl-nucleotide exchange factor activity
216524	O95817	0045296	cadherin binding
216525	O95817	0051087	chaperone binding
216526	O95817	0045505	dynein intermediate chain binding
216527	O95817	0044877	protein-containing complex binding
216528	O95817	0070842	aggresome assembly
216529	O95817	0000045	autophagosome assembly
216530	O95817	0007420	brain development
216531	O95817	0034605	cellular response to heat
216532	O95817	0071260	cellular response to mechanical stimulus
216533	O95817	0034620	cellular response to unfolded protein
216534	O95817	0061684	chaperone-mediated autophagy
216535	O95817	0072321	chaperone-mediated protein transport
216536	O95817	0097192	extrinsic apoptotic signaling pathway in absence of ligand
216537	O95817	0008625	extrinsic apoptotic signaling pathway via death domain receptors
216538	O95817	0046716	muscle cell cellular homeostasis
216539	O95817	0043066	negative regulation of apoptotic process
216540	O95817	1903215	negative regulation of protein targeting to mitochondrion
216541	O95817	0010664	negative regulation of striated muscle cell apoptotic process
216542	O95817	0097201	negative regulation of transcription from RNA polymerase II promoter in response to stress
216543	O95817	1905337	positive regulation of aggrephagy
216544	O95817	0046827	positive regulation of protein export from nucleus
216545	O95817	0042307	positive regulation of protein import into nucleus
216546	O95817	0006457	protein folding
216547	O95817	0050821	protein stabilization
216548	O95817	0098840	protein transport along microtubule
216549	O95817	1900034	regulation of cellular response to heat
216550	O95817	0021510	spinal cord development
216673	Q01469	0035578	azurophil granule lumen
216674	Q01469	0030054	cell junction
216675	Q01469	0005737	cytoplasm
216676	Q01469	0005829	cytosol
216677	Q01469	0070062	extracellular exosome
216678	Q01469	0005576	extracellular region
216679	Q01469	0005654	nucleoplasm
216680	Q01469	0005634	nucleus
216681	Q01469	0005886	plasma membrane
216682	Q01469	0014069	postsynaptic density
216683	Q01469	0030667	secretory granule membrane
216684	Q01469	0045202	synapse
216685	Q01469	0005504	fatty acid binding
216686	Q01469	0042802	identical protein binding
216687	Q01469	0008289	lipid binding
216688	Q01469	0001972	retinoic acid binding
216689	Q01469	0008544	epidermis development
216690	Q01469	0042593	glucose homeostasis
216691	Q01469	0006006	glucose metabolic process
216692	Q01469	0006629	lipid metabolic process
216693	Q01469	0010829	negative regulation of glucose transmembrane transport
216694	Q01469	0043312	neutrophil degranulation
